comCode,grade,score
E124,75.65147055582263,0.606376204732879
E125,75.20825580620775,0.5941683976139459
E126,75.65147055582263,0.6205253185722136
E127,75.77591993809622,0.6140281055795841
E128,14.707347870533678,0.0
E129,46.96184019144512,0.34991187516355404
E130,45.748485121447544,0.3237200454924369
E131,98.78397737163023,0.8881045640429905
E132,74.55129172494793,0.6189049550322966
E133,44.49588177350321,0.3109075732393378
E134,97.21255251533374,0.9030122329949763
E135,97.32315340152161,0.8553058624491396
E136,74.60088839522307,0.6194984551322329
E137,98.22305121999389,0.8624767596124601
E138,75.51957347269786,0.6329780208892419
E139,97.57477992107667,0.8587173517174947
E140,76.74262610542111,0.6404909160657444
E141,96.88092432805088,0.8820145340646997
E142,76.78373363944092,0.6451666190493601
E143,98.02297031906268,0.86384034007565
E144,97.54222682814239,0.8575158530386731
E145,99.79406753197067,0.8903246474993556
E146,76.21019163295092,0.6374885515357935
E147,75.51957347269786,0.630809827124371
E148,75.51957347269786,0.6362782000785048
E149,46.08281508163948,0.32771502644159894
E150,77.94086715372708,0.6581239599844302
E151,95.39094412632939,0.8345734588374084
E152,73.21018201157068,0.6061510914878109
E153,44.49588177350321,0.3061817373930003
E154,99.01675885185958,0.881006791779579
E155,46.896634254687335,0.33776330869584825
E156,46.671834196617404,0.33267638138482564
E157,16.90413133242358,0.031012567137567736
E158,44.49588177350321,0.3119789657401316
E159,77.18219595893368,0.6492120463931977
E160,75.65147055582263,0.6280709400291763
E161,17.636319016014134,0.033879792889728866
E162,97.32315340152161,0.8553232202062463
E163,75.65147055582263,0.630707957280078
E164,76.21019163295092,0.6386975248767321
E165,15.772898174757724,0.02223539621767903
E166,96.16943300244314,0.8448429023510098
E167,97.23110210676953,0.9259091321585984
E168,75.23036284938888,0.6280189877171105
E169,99.01675885185958,0.8760876714107377
E170,44.085342493759164,0.3081177667159878
E171,98.78397737163023,0.91100050729403
E172,74.55129172494793,0.6237590664699144
E173,99.01675885185958,0.8809267257223041
E174,76.61591911611805,0.6436909340510595
E175,18.38582068961388,0.09552295940999901
E176,18.232572674592014,0.046227503956535944
E177,75.20825580620775,0.6325733518631973
E178,18.232572674592014,0.0465836540464955
E179,95.83396593741827,0.8416857598612275
E180,47.116728681546434,0.3523506843318096
E181,99.01675885185958,0.8775384473394315
E182,77.55567364593885,0.6526700723727206
E183,73.66520856911332,0.6135111642941175
E184,77.55567364593885,0.6538188262837397
E185,44.085342493759164,0.3161005803106416
E186,73.21018201157068,0.6072774745162589
E187,18.49834569548362,0.04873169525327081
E188,97.01954129863486,0.8585981572346262
E189,73.21018201157068,0.6088499476549496
E190,75.23036284938888,0.6274294139008044
E191,17.636319016014134,0.03033992938569009
E192,76.53459753328642,0.6428991387421523
E193,97.23110210676953,0.9249979857249825
E194,97.23110210676953,0.9477084945963498
E195,97.57477992107667,0.8675657530617568
E196,47.116728681546434,0.3588328808461361
E197,97.21255251533374,0.8856430796922314
E198,97.54222682814239,0.8590842467413176
E199,14.707347870533678,0.006400874242605118
E200,43.77540778249682,0.30679961406500617
E201,76.21019163295092,0.6440166638170226
E202,44.085342493759164,0.30700997084329723
E203,99.22557644898849,0.8766885757679612
E204,78.00163193966503,0.6676140649432665
E205,98.02297031906268,0.8642798734682636
E206,99.01675885185958,0.8807140010941297
E207,73.21018201157068,0.6059127851640069
E208,76.21019163295092,0.6403003884707791
E209,46.96184019144512,0.3541042460664994
E210,95.39094412632939,0.836412155682139
E211,76.78373363944092,0.6474143949546017
E212,76.21019163295092,0.6417667792152552
E213,18.232572674592014,0.04985939549905769
E214,78.00163193966503,0.6639954903756708
E215,75.24365340530835,0.6288464929746547
E216,95.83396593741827,0.8413261952393561
E217,44.71062760552917,0.317981360415097
E218,14.69828182994348,0.008808007975805991
E219,74.01040655663641,0.6177032331475915
E220,97.57477992107667,0.8617928009841064
E221,97.97921737653881,0.8720153015949424
E222,78.00163193966503,0.6588145784000746
E223,46.18778891341959,0.3324084473559205
E224,44.085342493759164,0.30761231126125455
E225,45.438655637849564,0.33544283282108744
E226,99.22557644898849,0.8767836089003176
E227,99.01675885185958,0.8757365139489302
E228,78.00163193966503,0.6619400927355857
E229,95.22735671098523,0.8351080730987677
E230,76.21019163295092,0.6412373731028835
E231,75.23036284938888,0.6297653969290473
E232,42.42585347256526,0.2918027634764489
E233,95.39094412632939,0.8375710481452453
E234,97.57477992107667,0.863021973522899
E235,44.014005806613284,0.3137266086250499
E236,45.48659103221002,0.3242117078757821
E237,74.01040655663641,0.6185479362277994
E238,97.21255251533374,0.9196707114751533
E239,74.01040655663641,0.6181996769838478
E240,18.555623216686186,0.047515838758882795
E241,45.658674780274964,0.32629921976357623
E242,44.71062760552917,0.3179063312153855
E243,77.55567364593885,0.6545144229786632
E244,95.49596445985492,0.8384763595262393
E245,97.54222682814239,0.8605447992769355
